,title,cast,description,genre,duration,release_year,country,rating
1827,dope,,filmed perspective dealer user police vivid series offer bracing look war drugs .,crime,three,2019,united states,r
1829,dorohedoro,wataru takagi  reina kondo  kenyu horiuchi  yoshimasa hosoya  yu kobayashi  kengo takanashi  miyu tomita  toru nara  mitsuhiro ichiki  hisao egawa  soungdok  mayu udono  anri katsu  shinichiro miki  hozumi goda  tetsu inada  takuma terashima  ryohei kimura  yuki kaji,amnesiac caiman seek undo lizard head curse killing sorcerer responsible friend nikaido ' help. hole ' threat .,anime,one,2020,japan,r
1838,downtoearthwithzacefron,zac efron  darin olien,actor zac efron journey around world wellness expert darin olien travel show explores healthy sustainable way live .,docuseries ,one,2020,united states,tv-pg
1843,dracula,claes bang  dolly wells  john heffernan,count dracula legend transforms new tale flesh vampire ' gory crime â€ “ bring vulnerability light .,british,one,2020,united kingdom,tv-pg
1844,dragonpilot:hisone&masotan,misaki kuno  tomoyo kurosawa  maki kawase  satomi arai  kaori nazuka  romi park  yuki kaji  yukitoshi tokumoto  rie kugimiya  junichi suwabe  jouji nakata,recently stationed air self-defense force rookie hisone amakasu chosen dragon concealed within gifu air base pilot .,anime,one,2018,japan,tv-pg
1847,dragon'sdogma,greg chun  erica mendez  cristina vee  david lodge  yuichi nakamura  nana mizuki  miyuki sawashiro  yuko sanpei  suzuko mimori  takayuki sugo,resurrected arisen ethan set vanquish dragon took heart. every demon battle humanity slip away .,anime,one,2020,,r
1855,dragons:racetotheedge,jay baruchel  america ferrera  t.j. miller  christopher mintz-plasse  andree vermeulen  zack pearlman,"creator "" train dragon "" come all-new netflix original series take hiccup toothless edge adventure !",kids',six,2018,united states,tv-y7
1856,dragons:rescueriders,nicolas cantu  brennley brown  zach callison  skai jackson  noah kaye bentley  andre robinson  marsai martin,twin dak leyla dragon friend devote life rescuing others defending home huttsgalor fun along way .,kids',two,2020,united states,tv-y
1860,dramaworld,liv hewson  sean dulake  justin chon  noo-ri bae  sa-hee kim  jimmy shubert,"huge fan korean tv drama transported magical realm ha power alter favorite show ' story line "" facilitator . """,romantic,one,2016,united states  south korea  china,tv-pg
1863,dreamhomemakeover,,dream come true real family looking perfect home tailored unique style thanks shea syd mcgee studio mcgee .,reality,two,2021,united states,tv-pg
1865,dreamworkshappyholidaysfrommadagascar,tom mcgrath  chris miller  christopher knights  john dimaggio  ben stiller  chris rock  david schwimmer  jada pinkett smith  cedric the entertainer  andy richter  carl reiner,madagascar go wild holiday spirit set valentine ' day christmas-themed tale featuring everyone ' favorite animal characters .,kids',one,2005,united states,tv-pg
1866,dreamworksholidayclassics,ben stiller  david schwimmer  chris rock  jada pinkett smith  jay baruchel  gerard butler  craig ferguson  america ferrera  eddie murphy  mike myers  antonio banderas  cameron diaz,join dreamworks friend four holiday special featuring shrek donkey hiccup toothless wacky animal madagascar .,kids',one,2011,united states,tv-pg
1868,dreamworkshowtotrainyourdragonlegends,jay baruchel  craig ferguson  america ferrera  gerard butler,set short hiccup gang learn different specie dragons. gobber go search boneknapper dragon .,kids',one,2011,united states,tv-pg
1869,dreamworkskungfupandaawesomesecrets,jack black  dustin hoffman  dennis haysbert  paul scheer  randall duk kim  david cross  jessica dicicco  jaycee chan  angelina jolie  seth rogen  tony leondis,pair adventure po tell story master thundering rhino storming ox croc met take shifu ' biggest challenge yet .,kids',one,2008,united states,tv-pg
1870,dreamworksshrek'sswampstories,mike myers  eddie murphy  cameron diaz  antonio banderas  kristen schaal  simon cowell  gilles marini  charlotte newhouse  dean edwards  cody cameron  christopher knights  conrad vernon,shrek celebrates halloween pus boot captured soldier gang participates kingdom-wide singing competition .,kids',one,2008,united states,tv-pg
1871,dreamworksspookystories,antonio banderas  hugh laurie  mike myers  reese witherspoon  seth rogen  kristen schaal  dean edwards,shrek dare friend bring scary ghost story told haunted castle. later ginormica monster face alien pumpkins .,kids',one,2009,united states,tv-pg
1872,dreamworksspookystories:volume2,seth rogen  will arnett  hugh laurie  will ferrell  david cross  sean bishop  kiefer sutherland  cody cameron  aron warner,"shrek character parody music video "" thriller "" ; b.o.b. pal battle zombie carrots ; megamind face effect button doom .",kids',one,2011,,tv-pg
1874,driftingdragons,tomoaki maeno  sora amamiya  soma saito  kana hanazawa  junichi suwabe  tomokazu seki  takahiro sakurai  kohsuke toriumi  rie kugimiya  kentaro kumagai  makoto furukawa  takashi matsuyama  shunsuke takeuchi  yuto uemura  chinatsu akasaki  junya enoki  kazuhiko inoue  hiroo sasaki,dragon menu crew airship quin zaza set hunt. fail empty stomach least worries .,anime,one,2020,japan,tv-pg
1879,droppin'cash:losangeles,,complex series follows paper trail musician athlete los angeles blow stack finer thing life .,reality,two,2019,united states,r
1880,druglords,,witness story history ' notorious kingpin terrifying enforcer men woman ' sworn bring .,crime,two,2018,united states,r
1881,drugsquad:costadelsol,hugo silva  ãlvaro cervantes  miki esparbã©  jesãºs castro  sara sã¡lamo  jorge usã³n  cayetana cabezas  pablo bã©jar  marco cã¡ceres  olivia delcã¡n  jorge suquet  daniel holguã­n  joaquã­n galletero  carolina yuste  ana fernã¡ndez,four intrepid impulsive police officer form special narcotic unit combat birth drug trafficking spain ' costa del sol 1970s .,crime,one,2019,spain,r
1882,drugsinc.,mike secher,absorbing documentary series follows entire supply chain illicit drug trade tracing production export sale consumption .,crime,one,2015,united states,r
1889,dueã±osdelparaã­so,kate del castillo  jorge zabaleta  josã© marã­a torre  tony dalton  gã©raldine bazã¡n  ximena duque  adriana barraza  juan pablo llano  daniela wong  tiago correa  margarita muã±oz  miguel varoni  ariel texido  marã­a luisa flores  alberto jimã©nez  andrea lã³pez  maxi iglesias  jorge hernã¡ndez  alberto mateo  sofã­a lama,anastasia cardona ' drug lord husband murdered inherits cocaine empire leading life wealth power violence betrayal .,crime,one,2015,united states  chile,tv-pg
1896,durarara!!,toshiyuki toyonaga  miyuki sawashiro  mamoru miyano  kana hanazawa  hiroshi kamiya  daisuke ono  jun fukuyama  yuichi nakamura  yuki kaji  ayahi takagaki  kazuma horie  sanae kobayashi  takaya kuroda  kari wahlgren  darrel guilbeau  bryce papenbrook  michelle ruff  johnny yong bosch  crispin freeman  yuri lowenthal  steve blum,young man looking excitement move ikebukuro district tokyo find world mystery past present mesh .,anime,one,2016,japan,r
1899,dynasty,elizabeth gillies  nathalie kelley  grant show  james mackay  rafael de la fuente  alan dale  sam adegoke  robert christopher riley,carringtons colbys feud control fortune â€ “ child â€ “ updated reboot classic prime-time soap .,tv,three,2019,united states,tv-pg
1904,earthtoluna!,angelina carballo  raul-gomez pina  eric anderson,curious everything excited science 6-year-old luna brother jupiter pet clyde explore nature learn world .,kids',one,2014,brazil,tv-y
1905,earth'snaturalwonders,olivia colman,earth ' sublime landscape also forbidding. discover inhabitant survive flourish planet ' harshest environments .,british,one,2015,united kingdom,tv-pg
1906,earth'snaturalwonders:lifeattheextremes,corey johnson,arctic outback human battle element use ingenuity survive extreme environment world .,british,one,2018,,tv-pg
1909,eastsiders,kit williamson  van hansis  constance wu  matthew mckelligon  john halbach  stephen guarino,cal turn friend help hilariously dark time discovers partner thom ' cheating .,tv,four,2018,united states,r
1910,easy,aubrey plaza  judy greer  jane adams  zazie beetz  kate berlant  aya cash  michael chernus  kiersey clemons  orlando bloom  malin akerman  marc maron  dave franco  hannibal buress  jake johnson  emily ratajkowski  andrew bachelor,eclectic star-studded anthology follows diverse chicagoans fumbling modern maze love sex technology culture .,tv,three,2019,united states,r
1912,easyfortunehappylife,lan cheng-lung  joe chen  roy chiu  jocelyn wang  chieh-kai shiou  ting chiang  wang chuan,year wealthy man healed rural herbalist fate land hospital woman ' granddaughter treating patients .,international,one,2009,taiwan,r
1919,edgarriceburroughs'tarzanandjane,marci t. house  michael dobson  omari newton  paul dobson  rebecca shoichet  giles panton  kathleen barr  doron bell,saved plane crash given supernatural power teen tarzan join force brave city girl jane protect jungle home threats .,crime,two,2018,,tv-y7
1922,edgeoftheuniverse,,leading astronomer reveal latest discovery death-trap planet asteroid comet wonder cosmos .,british,one,2008,united kingdom,tv-pg
1923,edha,juana viale  andrã©s velencoso  delfina chaves  osmar nuã±ez  germã¡n palacios  juan pablo geretto  sofã­a gala  daniel pacheco  daniel hendler  flavio mendoza,revenge passion dark secret push successful fashion designer single mother limit meet handsome mysterious man .,international,one,2018,argentina,r
1932,einsatzgruppen:thenazideathsquads,paul bandey,documentary series examines einsatzgruppen nazi responsible mass murder jew romani soviet prisoner eastern europe .,docuseries ,one,2009,france,r
1942,elbarco,juanjo artero  mario casas  blanca suã¡rez  irene montalã   luis callejo  neus sanz  juan pablo shuk  ivan massaguã©  marina salas  bernabã© fernã¡ndez  javier hernã¡ndez  patricia arbãºes  david seijo  giselle calderã³n,forty young crew member traveling aboard training vessel adventure lifetime â€ “ especially storm leaf lost sea .,international,three,2013,spain,nr
1945,elcartel,manolo cardona  karen martã­nez  robinson dã­az  diego cadavid  fernando solã³rzano  julian arango  sandra reyes  juan pablo raba  fernando arã©valo,one man make fateful decision get involved colombian drug cartel series based novel andrã © lã³pez lã³pez .,crime,one,2008,colombia,r
1946,elcartel2,diego cadavid  robinson dã­az  patricia manterola  carolina guerra  john ãlex toro  luis eduardo arango  alejandro martã­nez  juan sebastiã¡n aragã³n  vã­ctor mallarino  santiago moure  carlos echavarrã­a  john gertz,drug trafficker pepe cadena navigates treacherous water warring cartel mexico colombia avoiding capture dea police .,crime,one,2010,colombia,r
1947,elchapo,marco de la o  humberto busto  alejandro aguilar  rodrigo abed  luis fernando peã±a  juan carlos olivas  rolf petersen  carlos hernan romo  hã©ctor holten  diego vã¡squez  tetã© espinoza  luis rã¡bago  dolores heredia  cristina michaus  valentina acosta  juliette pardau  abril schreiber,"drama series chronicle true story rise capture escape notorious mexican drug lord joaquã­n "" el chapo "" guzmã ¡ n .",crime,three,2018,mexico  united states,r
1948,elchavo,roberto gã³mez bolaã±os  marã­a antonieta de las nieves  carlos villagrã¡n  florinda meza garcã­a  angelines fernã¡ndez abad  rubã©n aguirre fuentes  edgar vivar  ramã³n gã³mez valdez de castillo,el chavo poor nameless orphan life apartment building la chilindrina quico doã ± florinda ramã³n professor jirafales .,classic,one,1979,mexico,tv-pg
1950,elclon,mauricio ochmann  sandra echeverrã­a  saãºl lisazo  roberto moll  geraldine zivic  andrea lã³pez  juan pablo raba  daniel lugo,religion thwarted lucas jade ' young love. reunite decade later jade ' heart torn man knew younger clone .,romantic,one,2010,united states,tv-pg
